,name_Apple,name_Apple Pie,name_Armoranth,name_Armored Carp,name_Armored Porgy,name_Big Hearty Radish,name_Big Hearty Truffle,name_Bird Egg,name_Blue Nightshade,name_Bright-eyed Crab,name_Cane Sugar,name_Chickaloo Tree Nut,name_Chillfin Trout,name_Chillshroom,name_Cool Saffina,name_Courser Bee Honey,name_Dinraal’s Claw,name_Dinraal’s Scale,name_Electric Saffina,name_Endura Carrot,name_Endura Shroom,name_Fairy,name_Farosh’s Claw,name_Farosh’s Scale,name_Fleet-Lotus Seeds,name_Fortified Pumpkin,name_Fresh Milk,name_Fruit Pie,name_Goat Butter,name_Goron Spice,name_Hearty Bass,name_Hearty Blueshell Snail,name_Hearty Clam Chowder,name_Hearty Durian,name_Hearty Fish Pie,name_Hearty Fried Wild Greens,name_Hearty Fruit and Mushroom Mix,name_Hearty Meat Skewer,name_Hearty Meat and Mushroom Skewer,name_Hearty Milk,name_Hearty Mushroom Skewer,name_Hearty Omelet,name_Hearty Radish,name_Hearty Salmon,name_Hearty Salt-Grilled Prime Meat,name_Hearty Seafood Rice Balls,name_Hearty Seafood Skewer,name_Hearty Simmered Fruit,name_Hearty Steamed Fish,name_Hearty Steamed Meat,name_Hearty Truffle,name_Hearty Veggie Rice Balls,name_Hydromelon,name_Hylian Rice,name_Hylian Shroom,name_Hyrule Bass,name_Hyrule Herb,name_Ironshell Crab,name_Ironshroom,name_Meat Pie,name_Mighty Bananas,name_Mighty Carp,name_Mighty Crab Risotto,name_Mighty Crab Stir-Fry,name_Mighty Fried Bananas,name_Mighty Fried Wild Greens,name_Mighty Meaty Rice Balls,name_Mighty Porgy,name_Mighty Porgy Meunière,name_Mighty Prime Meat and Seafood Fry,name_Mighty Seafood Rice Balls,name_Mighty Seafood Skewer,name_Mighty Simmered Fruit,name_Mighty Steamed Fish,name_Mighty Steamed Fruit,name_Mighty Thistle,name_Mighty Veggie Rice Balls,name_Monster Extract,name_Naydra’s Claw,name_Naydra’s Scale,name_Palm Fruit,name_Raw Bird Drumstick,name_Raw Bird Thigh,name_Raw Gourmet Meat,name_Raw Meat,name_Raw Prime Meat,name_Raw Whole Bird,name_Razorclaw Crab,name_Razorshroom,name_Rock Salt,name_Rushroom,name_Sanke Carp,name_Shard of Dinraal’s Fang,name_Shard of Dinraal’s Horn,name_Shard of Farosh’s Fang,name_Shard of Farosh’s Horn,name_Shard of Naydra’s Fang,name_Shard of Naydra’s Horn,name_Silent Princess,name_Silent Shroom,name_Sizzlefin Trout,name_Sneaky Fried Wild Greens,name_Sneaky Meat Skewer,name_Sneaky Mushroom Skewer,name_Sneaky River Snail,name_Sneaky Seafood Meuniere,name_Sneaky Seafood Skewer,name_Sneaky Steamed Fish,name_Sneaky Steamed Mushrooms,name_Sneaky Veggie Rice Balls,name_Spicy Pepper,name_Stamella Shroom,name_Staminoka Bass,name_Star Fragment,name_Stealthfin Trout,name_Sunshroom,name_Swift Carrot,name_Swift Violet,name_Tabantha Wheat,name_Tough Fried Wild Greens,name_Tough Meat-Stuffed Pumpkin,name_Tough Meaty Rice Balls,name_Tough Milk,name_Tough Mushroom Skewer,name_Tough Omelet,name_Tough Prime Meat and Rice Bowl,name_Tough Prime Meat and Seafood Fry,name_Tough Salt-Grilled Fish,name_Tough Salt-Grilled ~Fish,name_Tough Steamed Meat,name_Tough Steamed Mushrooms,name_Voltfin Trout,name_Voltfruit,name_Warm Saffina,name_Wildberry,name_Zapshroom,first_Hearty,first_Toasted,first_Blueshell,first_Seared,first_Roasted,first_Baked,first_Campfire,first_Hard,first_Veggie,first_Seafood,first_Mushroom,first_Meaty,first_Spiced,first_Herb,first_Fragrant,first_Glazed,first_Meat,first_Salt-Grilled,first_Steamed,first_Chilly,first_Mighty,first_Tough,first_Apple,first_Fruit,first_Monster,first_Nutcake,first_Carrot,first_Egg,first_Porgy,first_Creamy,first_Fried,first_Hot,first_Vegetable,first_Gourmet,first_Poultry,first_Curry,first_Omelet,first_Pepper,first_Plain,first_Wheat,first_Milk,first_Simmered,first_Fish,first_Acorn,first_Armoranth,first_Armored,first_Big,first_Bird,first_Blue,first_Bright-eyed,first_Cane,first_Chickaloo,first_Chillfin,first_Chillshroom,first_Cool,first_Courser,first_Electric,first_Endura,first_Fairy,first_Fleet-Lotus,first_Fortified,first_Fresh,first_Goat,first_Goron,first_Hydromelon,first_Hylian,first_Hyrule,first_Ironshell,first_Ironshroom,first_Palm,first_Raw,first_Razorclaw,first_Razorshroom,first_Rock,first_Rushroom,first_Silent,first_Sizzlefin,first_Sanke,first_Sneaky,first_Spicy,first_Stamella,first_Staminoka,first_Star,first_Stealthfin,first_Sunshroom,first_Swift,first_Tabantha,first_Voltfin,first_Voltfruit,first_Warm,first_Wildberry,first_Zapshroom,first_Dinraal’s,first_Shard,first_Naydra’s,first_Farosh’s,first_Enduring,first_Energizing,ing_Hearty Salmon,ing_Tabantha Wheat,ing_Goat Butter,ing_Rock Salt,ing_Hearty Durian,ing_Big Hearty Radish,ing_Raw Gourmet Meat,ing_Hearty Bass,ing_Hearty Blueshell Snail,ing_Hearty Truffle,ing_Raw Meat,ing_Hearty Radish,ing_Raw Bird Drumstick,ing_Hyrule Bass,ing_Acorn,ing_Palm Fruit,ing_Apple,ing_Egg,ing_Hylian Rice,ing_Hyrule Herbs,ing_Hylian Shroom,ing_Goron Spice,ing_Courser Bee Honey,ing_Cool Safflina,ing_Spicy Pepper,ing_Endura Shroom,ing_Hyrule Herb,ing_Chillshroom,ing_Hydromelon,ing_Shard of Farosh's Horn,ing_Cane Sugar,ing_Raw Prime Meat,ing_Monster Extract,ing_Razorclaw Crab,ing_Mighty Porgy,ing_Mighty Thistle,ing_Bird Egg,ing_Mighty Bananas,ing_Razorshroom,ing_Mighty Carp,ing_Fresh Milk,ing_,ing_Tough Veggie Rice Balls,ing_ Hylian Rice,ing_Armored Porgy,ing_Fortified Pumpkin,ing_Ironshroom,ing_Milk,ing_Armoranth,ing_Armored Carp,ing_Ironshell Crab,ing_Wildberry,ing_Goat Butter.,ing_Swift carrot,ing_Endura carrot,ing_Cane sugar,ing_Goat butter,ing_Voltfruit,ing_Swift Carrot,ing_Endura Carrot,ing_Raw Whole Bird,ing_Hyrule Shroom,ing_Big Hearty Truffle,ing_Blue Nightshade,ing_Bright-eyed Crab,ing_Chickaloo Tree Nut,ing_Chillfin Trout,ing_Cool Saffina,ing_Electric Saffina,ing_Fairy,ing_Fleet-Lotus Seeds,ing_Raw Bird Thigh,ing_Rushroom,ing_Silent Princess,ing_Silent Shroom,ing_Sizzlefin Trout,ing_Sanke Carp,ing_Sneaky River Snail,ing_Stamella Shroom,ing_Staminoka Bass,ing_Star Fragment,ing_Stealthfin Trout,ing_Sunshroom,ing_Swift Violet,ing_Voltfin Trout,ing_Warm Saffina,ing_Zapshroom,ing_Dinraal’s Scale,ing_Dinraal’s Claw,ing_Shard of Dinraal’s Fang,ing_Shard of Dinraal’s Horn,ing_Naydra’s Scale,ing_Naydra’s Claw,ing_Shard of Naydra’s Fang,ing_Shard of Naydra’s Horn,ing_Farosh’s Scale,ing_Farosh’s Claw,ing_Shard of Farosh’s Fang,ing_Shard of Farosh’s Horn,ing_Warm Safflina,ing_Spicy Peppers,ing_Gourmet Meat,ing_[Dragon]'s Horn Shard,ing_Enduring Carrot,ing_Fresh Fish,effect_Max Hearts,effect_Hearts,effect_Unknown,effect_Chilled,effect_Attack,effect_Defense,effect_Spiced,effect_Max Stamina,effect_Stamina,effect_Stealth,Duration,Sell Price,Health Effect Details,recipe_cat_0,recipe_cat_1,recipe_cat_2,recipe_cat_3,recipe_cat_4,recipe_cat_5,recipe_cat_6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.16387959866220736,0.4666666666666667,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1388888888888889,0.13043478260869565,0.13333333333333333,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07777777777777777,0.09698996655518395,0.13333333333333333,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1611111111111111,0.3311036789297659,0.13333333333333333,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14444444444444443,0.23076923076923078,0.13333333333333333,1,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10555555555555556,0.09698996655518395,0.13333333333333333,1,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.16387959866220736,0.13333333333333333,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02777777777777778,0.030100334448160536,0.13333333333333333,1,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055555555555555546,0.06354515050167224,0.13333333333333333,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08333333333333333,0.13043478260869565,0.13333333333333333,0,0,1,0,0,0,0
